Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage_kmpl,Engine_CC,Power_bhp,Seats,Price_INR,Type of Car,Car Model,price rate,Car_Age,Avg_KM_Per_Year
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000.0,Petrol,Automatic,First,14.8,1497,121.36,5,999000.0,Ford,EcoSport,Mid-range,2,7000.0
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122.0,Diesel,Manual,First,12.99,2494,100.0,7,819999.9999999999,Toyota,Innova,Mid-range,7,12160.285714285714
Honda City 1.5 EXI,Jaipur,2005,123000.0,Petrol,Manual,Third,13.0,1493,100.0,5,110000.00000000001,Honda,City,Economy,14,8785.714285714286
Maruti SX4 Green Vxi (CNG),Kochi,2015,61000.0,CNG,Manual,First,33.15,1586,85.7,5,389000.0,Maruti,SX4,Economy,4,15250.0
Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714.0,Petrol,Manual,First,24.7,796,47.3,5,245000.00000000003,Maruti,Alto,Economy,4,15928.5
Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000.0,Diesel,Automatic,First,8.7,2987,224.34,5,1375000.0,Mercedes-Benz,M-Class,Luxury,10,5300.0
Maruti Swift Dzire LDI,Kolkata,2017,60000.0,Diesel,Manual,First,26.59,1248,74.0,5,300000.0,Maruti,Swift,Economy,2,30000.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000.0,Diesel,Manual,First,24.3,1248,88.5,5,925000.0,Maruti,Vitara,Mid-range,2,16500.0
Volvo S60 D5 Summum,Mumbai,2013,31000.0,Diesel,Automatic,First,13.2,2400,215.0,5,1764999.9999999998,Volvo,S60,Luxury,6,5166.666666666667
Toyota Fortuner 4x2 AT,Delhi,2014,79000.0,Diesel,Automatic,First,12.55,2982,168.5,7,1825000.0,Toyota,Fortuner,Luxury,5,15800.0
Hyundai i20 Sportz Option Diesel,Kochi,2013,67914.0,Diesel,Manual,First,23.0,1396,90.0,5,345000.0,Hyundai,i20,Economy,6,11319.0
Audi A4 35 TDI Premium,Bangalore,2015,58970.0,Diesel,Automatic,First,17.11,1968,174.33,5,2375000.0,Audi,A4,Ultra-Luxury,4,14742.5
Nissan Terrano XV D Pre,Mumbai,2013,60000.0,Diesel,Manual,Second,19.64,1461,108.5,5,545000.0,Nissan,Terrano,Mid-range,6,10000.0
Maruti Celerio ZXI AMT,Coimbatore,2017,35225.0,Petrol,Automatic,First,23.1,998,67.04,5,525000.0,Maruti,Celerio,Mid-range,2,17612.5
Maruti Esteem Vxi,Delhi,2005,69496.0,Petrol,Manual,First,15.9,1298,82.54333333333334,5,110000.00000000001,Maruti,Esteem,Economy,14,4964.0
Hyundai i10 Sportz AT,Delhi,2012,62282.0,Petrol,Automatic,First,16.95,1197,78.9,5,290000.0,Hyundai,i10,Economy,7,8897.42857142857
BMW 3 Series 320d,Hyderabad,2010,80000.0,Diesel,Automatic,First,22.69,1995,190.0,5,1420000.0,BMW,3,Luxury,9,8888.888888888889
Hyundai Grand i10 Sportz,Kochi,2018,43698.0,Petrol,Manual,First,18.9,1197,82.0,5,580000.0,Hyundai,Grand,Mid-range,1,43698.0
Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052.0,Petrol,Automatic,First,18.9,1197,82.0,5,722000.0,Hyundai,Grand,Mid-range,2,14026.0
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091.0,Petrol,Manual,First,18.9,1197,81.86,5,487000.0,Hyundai,Grand,Economy,3,9697.0
Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000.0,Petrol,Manual,First,16.47,1198,74.0,5,330000.0,Volkswagen,Polo,Economy,6,10500.0
Honda City ZX EXi,Hyderabad,2007,91000.0,Petrol,Manual,Second,17.7,1497,78.0,5,300000.0,Honda,City,Economy,12,7583.333333333333
Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,30000.0,Diesel,Automatic,First,17.9,2143,136.0,5,2600000.0,Mercedes-Benz,GLA,Ultra-Luxury,5,6000.0
Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571.0,Petrol,Manual,First,14.0,796,35.0,5,290000.0,Maruti,Omni,Economy,2,12285.5
Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000.0,Petrol,Automatic,First,15.74,1591,121.3,5,750000.0,Hyundai,Verna,Mid-range,5,9000.0
Maruti Alto 800 LXI,Hyderabad,2015,24617.0,Petrol,Manual,First,22.74,796,47.3,5,236000.0,Maruti,Alto,Economy,4,6154.25
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927.0,Diesel,Manual,First,24.3,1248,88.5,5,1139000.0,Maruti,Vitara,Luxury,2,13463.5
Mahindra XUV500 W8 2WD,Kochi,2013,87736.0,Diesel,Manual,First,15.1,2179,140.0,7,702000.0,Mahindra,XUV500,Mid-range,6,14622.666666666666
Maruti Vitara Brezza ZDi,Delhi,2016,35299.0,Diesel,Manual,First,24.3,1248,88.5,5,800000.0,Maruti,Vitara,Mid-range,3,11766.333333333334
Hyundai i20 1.2 Spotz,Kochi,2017,51612.0,Petrol,Manual,First,18.6,1197,81.83,5,711000.0,Hyundai,i20,Mid-range,2,25806.0
Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300.0,Diesel,Automatic,First,10.0,1796,157.7,5,390000.0,Mercedes-Benz,E-Class,Economy,21,2633.3333333333335
Maruti Alto LXi,Hyderabad,2009,65090.0,Petrol,Manual,First,19.7,796,46.3,5,215000.0,Maruti,Alto,Economy,10,6509.0
Honda Amaze S i-Vtech,Kolkata,2013,40000.0,Petrol,Manual,First,18.0,1198,86.7,5,325000.0,Honda,Amaze,Economy,6,6666.666666666667
Land Rover Range Rover Sport HSE,Kochi,2015,38467.0,Diesel,Automatic,First,12.65,2993,255.0,5,7066000.0,Land,Rover,Ultra-Luxury,4,9616.75
Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904.0,Diesel,Manual,First,24.0,1120,70.0,5,461000.00000000006,Hyundai,Grand,Economy,6,11984.0
Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000.0,Petrol,Manual,First,13.5,1799,130.0,5,235000.0,Honda,Civic,Economy,11,7909.090909090909
Hyundai Grand i10 CRDi Magna,Chennai,2014,33000.0,Diesel,Manual,Second,24.0,1120,70.0,5,405000.0,Hyundai,Grand,Economy,5,6600.0
Maruti 800 AC Uniq,Jaipur,2009,22100.0,Petrol,Manual,Second,16.1,796,37.0,4,80000.0,Maruti,800,Economy,10,2210.0
Toyota Etios Liva Diesel,Hyderabad,2014,59589.0,Diesel,Manual,First,23.59,1364,67.1,5,560000.0,Toyota,Etios,Mid-range,5,11917.8
Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000.0,Diesel,Manual,First,22.54,1396,88.73,5,535000.0,Hyundai,i20,Mid-range,4,11000.0
Maruti Alto K10 VXI,Mumbai,2017,12000.0,Petrol,Manual,First,24.07,998,67.1,5,325000.0,Maruti,Alto,Economy,2,6000.0
BMW X1 sDrive20d,Pune,2012,66000.0,Diesel,Automatic,Second,17.05,1995,184.0,5,1150000.0,BMW,X1,Luxury,7,9428.57142857143
Maruti Celerio VXI AT,Pune,2016,38009.0,Petrol,Automatic,First,23.1,998,67.04,5,425000.0,Maruti,Celerio,Economy,3,12669.666666666666
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000.0,Petrol,Automatic,Second,13.7,1798,157.75,5,445000.0,Skoda,Superb,Economy,10,3500.0
Mahindra Xylo E4,Pune,2009,70000.0,Diesel,Manual,First,14.0,2498,112.0,7,285000.0,Mahindra,Xylo,Economy,10,7000.0
Mahindra XUV500 W8 2WD,Delhi,2014,86000.0,Diesel,Manual,First,15.1,2179,140.0,7,785000.0,Mahindra,XUV500,Mid-range,5,17200.0
Maruti Swift Dzire VXI,Pune,2016,32000.0,Petrol,Manual,First,19.1,1197,85.8,5,530000.0,Maruti,Swift,Mid-range,3,10666.666666666666
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000.0,Petrol,Manual,First,18.88,999,123.24,5,800000.0,Ford,Ecosport,Mid-range,2,7500.0
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918.0,Diesel,Manual,First,21.43,1364,87.2,5,943000.0,Toyota,Corolla,Mid-range,5,13983.6
Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000.0,Petrol,Manual,First,18.5,1197,80.0,5,275000.0,Hyundai,i20,Economy,7,5571.428571428572
Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011.0,Diesel,Manual,First,20.37,1461,108.45,5,1350000.0,Renault,Captur,Luxury,1,1011.0
Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000.0,Diesel,Automatic,First,11.0,2987,198.5,5,999000.0,Mercedes-Benz,E-Class,Mid-range,10,8500.0
Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663.0,Petrol,Manual,First,21.1,998,100.0,5,695000.0,Maruti,Baleno,Mid-range,2,23331.5
Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000.0,Petrol,Automatic,First,17.97,1498,99.6,5,675000.0,Nissan,Sunny,Mid-range,4,6750.0
Hyundai Grand i10 AT Asta,Chennai,2015,15000.0,Petrol,Automatic,First,18.9,1197,82.0,5,550000.0,Hyundai,Grand,Mid-range,4,3750.0
Maruti Ciaz Zeta,Kochi,2018,10575.0,Petrol,Manual,First,21.56,1462,103.25,5,918000.0,Maruti,Ciaz,Mid-range,1,10575.0
Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500.0,Petrol,Manual,First,19.1,1197,82.0,5,415000.00000000006,Hyundai,Xcent,Economy,5,2500.0
Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000.0,Diesel,Manual,First,22.32,1582,126.32,5,650000.0,Hyundai,Verna,Mid-range,7,7428.571428571428
Maruti Wagon R VXI 1.2,Kochi,2015,49818.0,Petrol,Manual,First,21.5,1197,81.8,5,411000.00000000006,Maruti,Wagon,Economy,4,12454.5
Hyundai Verna CRDi,Hyderabad,2008,90000.0,Diesel,Manual,Second,16.8,1493,110.0,5,225000.0,Hyundai,Verna,Economy,11,8181.818181818182
Toyota Etios Liva G,Kochi,2015,52207.0,Petrol,Manual,First,17.71,1197,78.9,5,455999.99999999994,Toyota,Etios,Economy,4,13051.75
Mahindra Xylo E4 ABS BS III,Pune,2013,167362.0,Diesel,Manual,First,11.68,2498,112.0,7,400000.0,Mahindra,Xylo,Economy,6,27893.666666666668
Toyota Etios Liva GD,Coimbatore,2015,49894.0,Diesel,Manual,First,23.59,1364,67.06,5,527000.0,Toyota,Etios,Mid-range,4,12473.5
Mahindra Thar DI 4X4,Kochi,2019,13024.0,Diesel,Manual,First,18.06,2523,63.0,7,911000.0,Mahindra,Thar,Mid-range,0,inf
Nissan X-Trail SLX MT,Pune,2010,128000.0,Diesel,Manual,Second,14.42,1995,147.6,5,620000.0,Nissan,X-Trail,Mid-range,9,14222.222222222223
Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023.0,Diesel,Automatic,First,11.36,2755,171.5,7,1997000.0,Toyota,Innova,Luxury,2,13011.5
Hyundai Creta 1.4 CRDi S,Delhi,2016,42784.0,Diesel,Manual,First,21.38,1396,88.7,5,1017000.0,Hyundai,Creta,Luxury,3,14261.333333333334
Maruti Swift VDI,Pune,2014,115000.0,Diesel,Manual,First,28.4,1248,74.0,5,450000.0,Maruti,Swift,Economy,5,23000.0
Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529.0,Diesel,Manual,First,23.9,1582,126.2,5,1428000.0,Hyundai,Verna,Luxury,0,inf
Maruti Alto LXi BSIII,Kochi,2012,14814.0,Petrol,Manual,Second,19.7,796,46.3,5,247000.00000000003,Maruti,Alto,Economy,7,2116.285714285714
Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000.0,Diesel,Manual,First,23.65,1248,88.5,5,790000.0,Maruti,S,Mid-range,3,19333.333333333332
Hyundai EON Era,Hyderabad,2011,68128.0,Petrol,Manual,First,21.1,814,55.2,5,229999.99999999997,Hyundai,EON,Economy,8,8516.0
Nissan Terrano XL,Hyderabad,2013,63220.0,Petrol,Manual,First,13.24,1598,102.5,5,650000.0,Nissan,Terrano,Mid-range,6,10536.666666666666
Hyundai EON Era,Hyderabad,2016,30000.0,Petrol,Manual,First,21.1,814,55.2,5,325000.0,Hyundai,EON,Economy,3,10000.0
Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768.0,Diesel,Manual,First,20.65,1248,88.7,5,585000.0,Tata,Zest,Mid-range,2,13884.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,53000.0,Diesel,Automatic,Second,14.21,2143,203.0,5,2900000.0,Mercedes-Benz,E-Class,Ultra-Luxury,5,10600.0
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652.0,Diesel,Automatic,Second,14.16,1968,174.3,5,2571000.0,Audi,Q5,Ultra-Luxury,5,17530.4
Ford Fiesta 1.6 ZXi Leather,Chennai,2008,94873.0,Petrol,Manual,Second,15.3,1596,101.0,5,185000.0,Ford,Fiesta,Economy,11,8624.818181818182
BMW 3 Series 320d Prestige,Mumbai,2015,56000.0,Diesel,Automatic,First,18.88,1995,184.0,5,2275000.0,BMW,3,Ultra-Luxury,4,14000.0
Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678.0,Petrol,Manual,First,21.1,998,100.0,5,832000.0,Maruti,Baleno,Mid-range,1,18678.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,30000.0,Diesel,Automatic,First,14.21,2143,203.0,5,2600000.0,Mercedes-Benz,E-Class,Ultra-Luxury,5,6000.0
Ford Endeavour Hurricane LE,Mumbai,2012,129000.0,Diesel,Automatic,First,12.8,2953,152.96666666666667,7,700000.0,Ford,Endeavour,Mid-range,7,18428.571428571428
Hyundai i10 Sportz 1.2,Hyderabad,2013,59000.0,Petrol,Manual,First,20.36,1197,78.9,5,345000.0,Hyundai,i10,Economy,6,9833.333333333334
Hyundai Grand i10 Asta Option,Mumbai,2017,13000.0,Petrol,Manual,First,18.9,1197,82.0,5,515000.00000000006,Hyundai,Grand,Mid-range,2,6500.0
Honda Brio S MT,Kochi,2014,74325.0,Petrol,Manual,First,19.4,1198,86.8,5,351000.0,Honda,Brio,Economy,5,14865.0
Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000.0,Diesel,Manual,First,21.9,1396,88.76,5,345000.0,Hyundai,i20,Economy,4,11250.0
Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000.0,Petrol,Manual,First,16.47,1198,73.9,5,375000.0,Volkswagen,Polo,Economy,6,9500.0
Honda City 1.5 EXI,Pune,2001,125943.0,Petrol,Manual,Second,13.0,1493,100.0,5,145000.0,Honda,City,Economy,18,6996.833333333333
Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000.0,Diesel,Manual,First,18.7,1896,66.0,5,220000.00000000003,Skoda,Octavia,Economy,11,7272.727272727273
Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000.0,Diesel,Manual,First,13.1,2499,141.0,7,799000.0,Ford,Endeavour,Mid-range,9,17111.11111111111
Chevrolet Cruze LTZ,Bangalore,2013,62000.0,Diesel,Manual,Second,18.3,1991,147.9,5,675000.0,Chevrolet,Cruze,Mid-range,6,10333.333333333334
Honda CR-V AT With Sun Roof,Kolkata,2013,27000.0,Petrol,Automatic,First,14.0,1628,125.77666666666666,5,1199000.0,Honda,CR-V,Luxury,6,4500.0
Honda Mobilio V i DTEC,Kolkata,2014,45000.0,Diesel,Manual,First,24.2,1498,98.6,7,500000.0,Honda,Mobilio,Mid-range,5,9000.0
Maruti Ertiga VDI,Pune,2012,105000.0,Diesel,Manual,Second,20.77,1248,88.76,7,590000.0,Maruti,Ertiga,Mid-range,7,15000.0
Hyundai Grand i10 Sportz,Mumbai,2013,26000.0,Petrol,Manual,First,18.9,1197,82.0,5,375000.0,Hyundai,Grand,Economy,6,4333.333333333333
Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900.0,Diesel,Automatic,First,14.74,2993,270.9,5,2950000.0,Jaguar,XF,Ultra-Luxury,5,6180.0
Honda Amaze VX i-Vtech,Chennai,2014,48000.0,Petrol,Manual,First,18.0,1198,86.7,5,475000.0,Honda,Amaze,Economy,5,9600.0
Audi A6 2.7 TDI,Pune,2011,112719.0,Diesel,Automatic,First,12.4,2698,179.5,5,1150000.0,Audi,A6,Luxury,8,14089.875
Hyundai i20 1.2 Spotz,Chennai,2017,5000.0,Petrol,Manual,First,18.6,1197,81.83,5,695000.0,Hyundai,i20,Mid-range,2,2500.0
Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000.0,Petrol,Manual,First,17.0,1198,73.75,5,540000.0,Volkswagen,Ameo,Mid-range,3,5333.333333333333
Renault Fluence 2.0,Jaipur,2011,63000.0,Petrol,Automatic,First,13.4,1997,135.1,5,475000.0,Renault,Fluence,Economy,8,7875.0
Maruti Alto K10 VXI,Chennai,2011,28300.0,Petrol,Manual,First,24.07,998,67.1,5,215000.0,Maruti,Alto,Economy,8,3537.5
Maruti Alto Std,Jaipur,2005,49000.0,Petrol,Manual,First,19.7,796,46.3,5,90000.0,Maruti,Alto,Economy,14,3500.0
Maruti Wagon R VXI BS IV,Kolkata,2016,12501.0,Petrol,Manual,First,20.51,998,67.04,5,350000.0,Maruti,Wagon,Economy,3,4167.0
Fiat Linea 1.3 Emotion,Kochi,2016,56628.0,Diesel,Manual,First,20.4,1248,92.0,5,585000.0,Fiat,Linea,Mid-range,3,18876.0
Maruti Swift Dzire Vdi BSIV,Pune,2010,105000.0,Diesel,Manual,First,19.3,1248,73.9,5,315000.0,Maruti,Swift,Economy,9,11666.666666666666
Renault Scala Diesel RxL,Pune,2016,52126.0,Diesel,Manual,First,21.64,1461,84.8,5,600000.0,Renault,Scala,Mid-range,3,17375.333333333332
Hyundai i20 Magna,Kolkata,2010,38000.0,Petrol,Manual,First,18.5,1197,80.0,5,223000.0,Hyundai,i20,Economy,9,4222.222222222223
Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000.0,Petrol,Manual,First,19.1,1197,82.0,5,250000.0,Hyundai,Xcent,Economy,3,16666.666666666668
Maruti Wagon R LXI,Kochi,2015,50230.0,Petrol,Manual,First,18.9,998,67.1,5,387000.0,Maruti,Wagon,Economy,4,12557.5
Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000.0,Diesel,Manual,First,15.1,2179,140.0,7,950000.0,Mahindra,XUV500,Mid-range,5,6200.0
Toyota Fortuner 4x2 AT,Delhi,2014,79000.0,Diesel,Automatic,First,12.55,2982,168.5,7,1775000.0,Toyota,Fortuner,Luxury,5,15800.0
Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000.0,Diesel,Manual,First,19.64,1461,108.45,5,375000.0,Renault,Duster,Economy,7,18571.428571428572
Hyundai Santro Xing GLS,Chennai,2010,115000.0,Petrol,Manual,Second,17.92,1086,62.1,5,150000.0,Hyundai,Santro,Economy,9,12777.777777777777
Hyundai Verna 1.6 SX VTVT,Pune,2013,41500.0,Petrol,Manual,Second,17.01,1591,121.3,5,500000.0,Hyundai,Verna,Mid-range,6,6916.666666666667
BMW X1 sDrive 20d Exclusive,Pune,2014,54385.0,Diesel,Automatic,Second,15.06,1995,177.0,5,1700000.0,BMW,X1,Luxury,5,10877.0
Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361.0,Petrol,Automatic,First,12.9,1799,130.0,5,438000.0,Honda,Civic,Economy,8,7045.125
Audi A6 35 TFSI Matrix,Delhi,2018,22000.0,Petrol,Automatic,First,15.26,1798,187.74,5,4150000.0,Audi,A6,Ultra-Luxury,1,22000.0
Maruti Wagon R LXI BS IV,Kolkata,2017,8000.0,Petrol,Manual,First,20.51,998,67.04,5,300000.0,Maruti,Wagon,Economy,2,4000.0
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741.0,Diesel,Manual,First,24.3,1248,88.5,5,1100000.0,Maruti,Vitara,Luxury,1,28741.0
Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236.0,Diesel,Automatic,Second,11.8,2720,190.0,7,1400000.0,Land,Rover,Luxury,7,16748.0
Maruti Dzire New,Pune,2016,30500.0,Diesel,Automatic,First,26.59,1248,74.0,5,765000.0,Maruti,Dzire,Mid-range,3,10166.666666666666
Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000.0,Petrol,Manual,First,17.0,1591,121.3,5,869999.9999999999,Hyundai,Verna,Mid-range,1,5000.0
Maruti Ertiga ZDI Plus,Hyderabad,2016,42000.0,Diesel,Manual,First,25.47,1248,88.5,7,990000.0,Maruti,Ertiga,Mid-range,3,14000.0
Hyundai Accent GLE,Mumbai,2010,32773.0,Petrol,Manual,First,13.2,1495,94.0,5,204999.99999999997,Hyundai,Accent,Economy,9,3641.4444444444443
Hyundai i20 1.2 Sportz,Kolkata,2016,19008.0,Petrol,Manual,First,17.0,1197,80.0,5,525000.0,Hyundai,i20,Mid-range,3,6336.0
Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542.0,Petrol,Manual,First,17.0,1591,121.3,5,577000.0,Hyundai,Verna,Mid-range,7,4648.857142857143
Maruti Alto LX,Hyderabad,2010,94753.0,Petrol,Manual,First,19.7,796,46.3,5,195000.0,Maruti,Alto,Economy,9,10528.111111111111
Mahindra Scorpio VLX,Ahmedabad,2011,70000.0,Diesel,Manual,Second,12.05,2179,120.0,8,745000.0,Mahindra,Scorpio,Mid-range,8,8750.0
Maruti Wagon R LXI,Delhi,2012,68347.0,Petrol,Manual,First,18.9,998,67.1,5,260000.0,Maruti,Wagon,Economy,7,9763.857142857143
Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000.0,Petrol,Manual,Second,17.0,1197,80.0,5,325000.0,Hyundai,i20,Economy,8,9000.0
Maruti Ritz VDi,Hyderabad,2010,75014.0,Diesel,Manual,First,21.1,1248,73.9,5,385000.0,Maruti,Ritz,Economy,9,8334.888888888889
Renault Koleos 2.0 Diesel,Delhi,2013,65000.0,Diesel,Automatic,Second,13.73,1995,148.0,5,750000.0,Renault,Koleos,Mid-range,6,10833.333333333334
BMW 3 Series 320d,Kochi,2012,55598.0,Diesel,Automatic,First,22.69,1995,190.0,5,1150000.0,BMW,3,Luxury,7,7942.571428571428
Honda Brio V MT,Pune,2013,50000.0,Petrol,Manual,First,19.4,1198,86.8,5,325000.0,Honda,Brio,Economy,6,8333.333333333334
Hyundai Sonata GOLD,Chennai,2003,44200.0,Petrol,Manual,Second,11.7,1997,134.0,5,150000.0,Hyundai,Sonata,Economy,16,2762.5
Maruti Swift Dzire VDi,Jaipur,2014,65000.0,Diesel,Manual,First,19.3,1248,73.9,5,531000.0,Maruti,Swift,Mid-range,5,13000.0
Mahindra XUV500 W8 4WD,Hyderabad,2013,49000.0,Diesel,Manual,First,16.0,2179,140.0,7,900000.0,Mahindra,XUV500,Mid-range,6,8166.666666666667
Hyundai i10 Sportz 1.1L,Kolkata,2016,7200.0,Petrol,Manual,First,19.81,1086,68.05,5,359000.0,Hyundai,i10,Economy,3,2400.0
Maruti Ciaz ZXi Plus,Kochi,2016,43152.0,Petrol,Manual,First,20.73,1373,91.1,5,735000.0,Maruti,Ciaz,Mid-range,3,14384.0
Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000.0,Diesel,Manual,First,12.8,2494,102.0,8,1200000.0,Toyota,Innova,Luxury,6,18666.666666666668
Hyundai Grand i10 Sportz,Coimbatore,2017,23540.0,Petrol,Manual,First,18.9,1197,82.0,5,602000.0,Hyundai,Grand,Mid-range,2,11770.0
Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160.0,Diesel,Manual,First,16.52,1991,123.7,5,256999.99999999997,Chevrolet,Optra,Economy,11,7469.090909090909
Mahindra Ssangyong Rexton RX5,Pune,2013,57000.0,Diesel,Manual,First,12.83,2696,162.0,7,1245000.0,Mahindra,Ssangyong,Luxury,6,9500.0
Mahindra XUV500 W8 2WD,Coimbatore,2015,39335.0,Diesel,Manual,First,15.1,2179,140.0,7,1263000.0,Mahindra,XUV500,Luxury,4,9833.75
Honda City i VTEC SV,Bangalore,2014,62000.0,Petrol,Manual,Second,17.4,1497,117.3,5,775000.0,Honda,City,Mid-range,5,12400.0
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000.0,Diesel,Manual,First,22.7,1498,89.84,5,550000.0,Ford,Ecosport,Mid-range,5,12000.0
Hyundai i20 Sportz 1.2,Kolkata,2015,35000.0,Petrol,Manual,First,18.6,1197,81.83,5,443000.0,Hyundai,i20,Economy,4,8750.0
Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345.0,Diesel,Automatic,First,17.9,2143,136.0,5,2451000.0,Mercedes-Benz,CLA,Ultra-Luxury,3,10781.666666666666
Hyundai EON Magna,Ahmedabad,2014,47000.0,Petrol,Manual,First,22.0,814,55.0,5,265000.0,Hyundai,EON,Economy,5,9400.0
Maruti Alto 800 2016-2019 CNG LXI,Delhi,2012,65537.0,CNG,Manual,Second,20.266666666666666,796,40.3,4,210000.0,Maruti,Alto,Economy,7,9362.42857142857
Toyota Etios G Safety,Delhi,2011,36000.0,Petrol,Manual,First,17.6,1496,88.7,5,320000.0,Toyota,Etios,Economy,8,4500.0
Maruti Swift Dzire Tour LDI,Chennai,2016,75000.0,Diesel,Manual,First,23.4,1248,74.0,5,425000.0,Maruti,Swift,Economy,3,25000.0
Maruti Alto LXi,Kolkata,2008,38000.0,Petrol,Manual,First,19.7,796,46.3,5,110000.00000000001,Maruti,Alto,Economy,11,3454.5454545454545
Maruti Celerio ZXI,Chennai,2015,57818.0,Petrol,Manual,First,23.1,998,67.04,5,430000.0,Maruti,Celerio,Economy,4,14454.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000.0,Diesel,Manual,First,22.7,1498,89.84,5,890000.0,Ford,Ecosport,Mid-range,4,11250.0
Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055.0,Diesel,Manual,First,19.01,1461,108.5,5,650000.0,Nissan,Terrano,Mid-range,4,18763.75
Honda Accord VTi-L AT,Delhi,2009,65462.0,Petrol,Automatic,Third,11.1,2354,142.0,5,350000.0,Honda,Accord,Economy,10,6546.2
Maruti Swift Ldi BSIII,Hyderabad,2008,76206.0,Diesel,Manual,First,17.8,1248,75.0,5,425000.0,Maruti,Swift,Economy,11,6927.818181818182
Mahindra XUV500 AT W10 FWD,Kochi,2018,25948.0,Diesel,Automatic,First,16.0,2179,140.0,7,1646000.0,Mahindra,XUV500,Luxury,1,25948.0
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500.0,Petrol,Manual,First,18.7,1199,88.7,5,595000.0,Honda,Jazz,Mid-range,3,9500.0
Honda City i VTEC V,Mumbai,2015,28004.0,Petrol,Manual,First,17.8,1497,117.3,5,710000.0,Honda,City,Mid-range,4,7001.0
Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000.0,Petrol,Manual,Second,15.7,1172,67.0,5,125000.0,Fiat,Grande,Economy,8,3125.0
Maruti Estilo LXI,Kolkata,2010,40000.0,Petrol,Manual,Second,19.5,1061,67.08,5,250000.0,Maruti,Estilo,Economy,9,4444.444444444444
Maruti Ertiga ZXI,Pune,2013,82543.0,Petrol,Manual,First,16.02,1373,93.7,7,550000.0,Maruti,Ertiga,Mid-range,6,13757.166666666666
